# source: https://api.nasdaq.com/api/screener/stocks?tableonly=true&download=true
# fetched: 2026-09-23T10:34:16-04:00
# rule: market cap 300M-10B, price >= 3.0; no volume rule
ticker,cap_m,sector,industry
HRTG,992,Finance,Property-Casualty Insurers
HRZN,311,Finance,Finance: Consumer Services
HSAI,2539,Industrials,Industrial Machinery/Components
HSHP,842,Consumer Discretionary,Marine Transportation
HSIC,9714,Health Care,Medical Specialities
HSLV,1097,,
HSTM,886,Technology,Computer Software: Programming Data Processing
HTB,768,Finance,Savings Institutions
HTFC,1061,Finance,Finance: Consumer Services
HTFL,4281,Health Care,Medical/Dental Instruments
HTGC,3204,Finance,Investment Managers
HTH,2197,Finance,Major Banks
HTLD,901,Industrials,Trucking Freight/Courier Services
HTO,2609,Utilities,Water Supply
HUBG,1925,Industrials,Integrated Freight & Logistics
HUN,1596,Industrials,Major Chemicals
HURN,2522,Consumer Discretionary,Professional Services
HVT,433,Consumer Discretionary,Other Specialty Stores
HWC,5891,Finance,Major Banks
HWCPZ,1814,Finance,Major Banks
HWKN,2585,Consumer Discretionary,Specialty Chemicals
HXL,6584,Industrials,Major Chemicals
HY,585,Industrials,Construction/Ag Equipment/Trucks
HYLN,779,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYMC,1957,Basic Materials,Precious Metals
HZO,1158,Consumer Discretionary,Auto & Home Supply Stores
IA,322,Technology,EDP Services
IART,1227,Health Care,Medical/Dental Instruments
IBCP,791,Finance,Major Banks
IBEX,556,Technology,EDP Services
IBO,625,Health Care,Biotechnology: Pharmaceutical Preparations
IBOC,4343,Finance,Major Banks
IBP,5552,Consumer Discretionary,Homebuilding
IBRX,9373,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IBTA,968,Consumer Discretionary,Advertising
ICFI,1498,Consumer Discretionary,Professional Services
ICHR,2087,Technology,Semiconductors
ICL,6905,Industrials,Agricultural Chemicals
ICUI,4118,Health Care,Medical/Dental Instruments
IDA,7464,Utilities,Electric Utilities: Central
IDCC,8516,Miscellaneous,Multi-Sector Companies
IDR,471,Basic Materials,Precious Metals
IDT,1720,Telecommunications,Telecommunications Equipment
IDYA,3795,Health Care,Biotechnology: Pharmaceutical Preparations
IE,1645,Basic Materials,Metal Mining
IEP,5032,Energy,Integrated oil Companies
IFS,6182,Finance,Commercial Banks
IGIC,1067,Finance,Property-Casualty Insurers
IHS,2830,Telecommunications,Telecommunications Equipment
IIIN,573,Industrials,Steel/Iron Ore
IIIV,392,Technology,Computer Software: Prepackaged Software
IIM,556,Finance,Investment Managers
IIPR,1541,Finance,Real Estate
ILPT,503,Real Estate,Real Estate Investment Trusts
IMAX,2945,Consumer Discretionary,Industrial Machinery/Components
IMC,841,Basic Materials,Metal Mining
IMCR,1640,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMKTA,1577,Consumer Staples,Food Chains
IMMX,892,Health Care,Biotechnology: Pharmaceutical Preparations
IMNM,2860,Health Care,Biotechnology: Pharmaceutical Preparations
IMOS,2349,Technology,Semiconductors
IMPPP,1180,Consumer Discretionary,Marine Transportation
IMSR,477,Industrials,Metal Fabrications
IMTX,1321,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMVT,7383,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMXI,351,Consumer Discretionary,Business Services
INBX,1574,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
INDB,3816,Finance,Major Banks
INDI,703,Technology,Semiconductors
INDP,529,Health Care,Biotechnology: Pharmaceutical Preparations
INDV,4315,Health Care,Biotechnology: Pharmaceutical Preparations
INFQ,3227,Technology,EDP Services
INGM,6297,Technology,Retail: Computer Software & Peripheral Equipment
INGR,6124,Consumer Staples,Packaged Foods
INMD,823,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INN,606,Real Estate,Real Estate Investment Trusts
INNV,1307,Health Care,Medical/Nursing Services
INOD,2325,Technology,EDP Services
INR,830,Energy,Oil & Gas Production
INSP,2051,Health Care,Medical/Dental Instruments
INSW,5013,Consumer Discretionary,Marine Transportation
INTA,2752,Technology,Computer Software: Prepackaged Software
INTR,2427,Finance,Commercial Banks
INVA,1511,Health Care,Biotechnology: Pharmaceutical Preparations
INVX,1954,Consumer Discretionary,Oil and Gas Field Machinery
IOND,3958,Finance,Finance: Consumer Services
IONS,7422,Health Care,Biotechnology: Pharmaceutical Preparations
IOSP,2366,Industrials,Major Chemicals
IOVA,4811,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPAR,3811,Consumer Discretionary,Package Goods/Cosmetics
IPGP,3307,Technology,Semiconductors
IPI,497,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IPX,675,Basic Materials,Other Metals and Minerals
IQI,508,Finance,Finance Companies
IQMX,1975,Technology,Computer Software: Prepackaged Software
IRD,417,Health Care,Biotechnology: Pharmaceutical Preparations
IRDM,5164,Consumer Discretionary,Telecommunications Equipment
IRMD,1107,Health Care,Medical/Dental Instruments
IRON,2608,Health Care,Biotechnology: Pharmaceutical Preparations
IRS,1241,Real Estate,Homebuilding
IRT,3451,Real Estate,Real Estate Investment Trusts
IRTC,3806,Health Care,Medical/Dental Instruments
IRWD,734,Health Care,Biotechnology: Pharmaceutical Preparations
ISOU,643,,
ISTR,411,Finance,Major Banks
ITG,1263,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ITGR,4297,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ITIC,551,Finance,Specialty Insurers
ITRI,4062,Industrials,Electrical Products
ITRN,1041,Technology,Electronic Components
IVA,827,Health Care,Biotechnology: Pharmaceutical Preparations
IVR,703,Real Estate,Real Estate Investment Trusts
IVT,2373,Real Estate,Real Estate Investment Trusts
JAN,9116,Real Estate,Real Estate Investment Trusts
JANX,1061,Health Care,Biotechnology: Pharmaceutical Preparations
JBGS,797,Real Estate,Real Estate Investment Trusts
JBI,589,Industrials,Building Products
JBIO,1028,Health Care,Biotechnology: Pharmaceutical Preparations
JBLU,1661,Consumer Discretionary,Air Freight/Delivery Services
JBSS,782,Consumer Staples,Specialty Foods
JBTM,5868,Industrials,Industrial Machinery/Components
JCAP,1107,Finance,Finance Companies
JEF,9156,Finance,Investment Bankers/Brokers/Service
JILL,355,Consumer Discretionary,Apparel
JJSF,1457,Consumer Staples,Specialty Foods
JKS,532,Technology,Semiconductors
JMIA,916,Consumer Discretionary,Catalog/Specialty Distribution
JMKE,5629,Consumer Discretionary,Restaurants
JMSB,326,Finance,Major Banks
JOBY,6242,Industrials,Aerospace
JOE,3718,Real Estate,Homebuilding
JOUT,464,Consumer Discretionary,Recreational Games/Products/Toys
JOYY,4076,Technology,EDP Services
JSM,1743,Finance,Investment Bankers/Brokers/Service
JXN,8838,Finance,Life Insurance
KAI,3236,Industrials,Industrial Machinery/Components
KALU,2473,Industrials,Metal Fabrications
KARD,1506,Health Care,Biotechnology: Pharmaceutical Preparations
KARO,1990,Technology,Computer Software: Prepackaged Software
KBDC,865,,
KBH,2960,Consumer Discretionary,Homebuilding
KBR,4468,Industrials,Military/Government/Technical
KC,2904,Technology,Computer Software: Prepackaged Software
KD,2619,Technology,EDP Services
KDK,621,Technology,EDP Services
KE,639,Technology,Electrical Products
KEEL,2495,Finance,Finance: Consumer Services
KELYA,574,Consumer Discretionary,Professional Services
KELYB,775,Consumer Discretionary,Professional Services
KEN,3432,Utilities,Electric Utilities: Central
KEX,7000,Consumer Discretionary,Marine Transportation
KFRC,922,Consumer Discretionary,Professional Services
KFY,4093,Consumer Discretionary,Diversified Commercial Services
KGS,5462,Utilities,Natural Gas Distribution
KIDS,594,Health Care,Medical/Dental Instruments
KLAR,9107,Finance,Finance: Consumer Services
KLIC,4561,Technology,Semiconductors
KLRA,1681,Health Care,Biotechnology: Pharmaceutical Preparations
KMDA,508,Health Care,Biotechnology: Pharmaceutical Preparations
KMPB,1459,Finance,Property-Casualty Insurers
KMPR,1528,Finance,Property-Casualty Insurers
KMT,2267,Industrials,Industrial Machinery/Components
KMTS,1545,Health Care,Medical/Dental Instruments
KMX,7819,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,3117,Consumer Staples,Consumer Electronics/Appliances
KNF,3000,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNOP,372,Consumer Discretionary,Marine Transportation
KNSA,6067,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,7952,Finance,Property-Casualty Insurers
KNTK,8686,Utilities,Natural Gas Distribution
KOD,2056,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KODK,929,Consumer Discretionary,Industrial Machinery/Components
KOF,5817,Consumer Staples,Beverages (Production/Distribution)
KOP,861,Basic Materials,Forest Products
KOPN,889,Technology,Semiconductors
KPLT,689,Consumer Discretionary,Diversified Commercial Services
KRC,4023,Real Estate,Real Estate Investment Trusts
KREF,379,Real Estate,Real Estate Investment Trusts
KRG,4987,Real Estate,Real Estate Investment Trusts
KRMN,4482,Industrials,Military/Government/Technical
KRNT,651,Industrials,Industrial Machinery/Components
KRNY,618,Finance,Savings Institutions
KRO,977,Basic Materials,Major Chemicals
KRP,1668,Energy,Oil & Gas Production
KRT,1037,Industrials,Plastic Products
KRUS,449,Consumer Discretionary,Restaurants
KSS,2053,Consumer Discretionary,Department/Specialty Retail Stores
KT,9328,Telecommunications,Telecommunications Equipment
KTB,3634,Industrials,Garments and Clothing
KTF,329,Finance,Finance Companies
KTOS,8926,Industrials,Military/Government/Technical
KURA,1015,Health Care,Biotechnology: Pharmaceutical Preparations
KVYO,4601,Technology,Computer Software: Prepackaged Software
KWR,2707,Industrials,Major Chemicals
KYIV,3000,Telecommunications,Telecommunications Equipment
KYIVW,1137,Telecommunications,Telecommunications Equipment
KYMR,9987,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,1944,Finance,Finance/Investors Services
KYTX,450,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LAD,6797,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,1179,Real Estate,Real Estate Investment Trusts
LAND,417,Real Estate,Real Estate Investment Trusts
LANDO,852,Real Estate,Real Estate Investment Trusts
LANDP,858,Real Estate,Real Estate Investment Trusts
LAR,961,Basic Materials,Metal Mining
LASR,2338,Technology,Semiconductors
LAUR,4945,Real Estate,Other Consumer Services
LAZ,3582,Finance,Investment Managers
LB,6685,Energy,Oil & Gas Production
LBRT,3002,Energy,Oilfield Services/Equipment
LBRX,1358,Health Care,Biotechnology: Pharmaceutical Preparations
LBTYA,3331,Telecommunications,Cable & Other Pay Television Services
LBTYB,4212,Telecommunications,Cable & Other Pay Television Services
LBTYK,3266,Telecommunications,Cable & Other Pay Television Services
LCID,1629,Industrials,Auto Manufacturing
LCII,2065,Consumer Discretionary,Auto Parts:O.E.M.
LCLN,2474,Finance,Investment Managers
LE,305,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,5968,Consumer Discretionary,Auto Parts:O.E.M.
LEGH,687,Consumer Discretionary,Homebuilding
LEGN,3679,Health Care,Biotechnology: Pharmaceutical Preparations
LEGO,303,Industrials,Military/Government/Technical
LEO,358,Finance,Trusts Except Educational Religious and Charitable
LEU,3004,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,7594,Consumer Discretionary,Apparel
LFMDP,1125,Health Care,Medical/Nursing Services
LFST,4710,Health Care,Medical/Nursing Services
LFTO,2728,Technology,EDP Services
LGIH,1172,Consumer Discretionary,Homebuilding
LGN,5751,Consumer Discretionary,Engineering & Construction
LGND,5994,Health Care,Biotechnology: Pharmaceutical Preparations
LIF,3274,Technology,EDP Services
LIFE,2264,Finance,Specialty Insurers
LILA,1714,Telecommunications,Cable & Other Pay Television Services
LILAK,1697,Telecommunications,Cable & Other Pay Television Services
LILAP,4083,Telecommunications,Cable & Other Pay Television Services
LIME,1810,Technology,Computer Software: Prepackaged Software
LINC,769,Real Estate,Other Consumer Services
LIND,1747,Consumer Discretionary,Transportation Services
LINE,8332,Real Estate,Real Estate Investment Trusts
LION,3330,Consumer Discretionary,Movies/Entertainment
LIVN,4319,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LKFN,1467,Finance,Major Banks
LKFT,2128,Health Care,Biotechnology: Pharmaceutical Preparations
LKQ,5943,Consumer Discretionary,Motor Vehicles
LLYVA,8723,Industrials,Broadcasting
LLYVK,9050,Industrials,Broadcasting
LMAT,1854,Health Care,Medical/Dental Instruments
LMB,612,Consumer Discretionary,Engineering & Construction
LMND,3563,Finance,Property-Casualty Insurers
LMRI,980,Health Care,Medical Specialities
LNC,7878,Finance,Life Insurance
LND,368,Consumer Staples,Farming/Seeds/Milling
LNN,1182,Industrials,Industrial Machinery/Components
LNTH,6531,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOAR,5946,Industrials,Military/Government/Technical
LOB,1737,Finance,Major Banks
LOCO,430,Consumer Discretionary,Restaurants
LOMA,1117,Industrials,Building Materials
LOPE,3843,Real Estate,Other Consumer Services
LPG,2261,Consumer Discretionary,Marine Transportation
LPTH,698,Technology,Semiconductors
LPX,4700,Basic Materials,Forest Products
LQDA,6077,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,1335,Consumer Discretionary,Business Services
LRMR,393,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,3233,Real Estate,Other Consumer Services
LSAK,363,Finance,Investment Bankers/Brokers/Service
LSPD,1266,Technology,Computer Software: Prepackaged Software
LSTR,5675,Industrials,Trucking Freight/Courier Services
LTC,2280,Real Estate,Real Estate Investment Trusts
LTGO,1360,Health Care,Biotechnology: Pharmaceutical Preparations
LTH,8250,Consumer Discretionary,Hotels/Resorts
LUCK,725,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUMN,6390,Telecommunications,Telecommunications Equipment
LUNR,3599,Industrials,Industrial Machinery/Components
LUXE,1273,Consumer Discretionary,Catalog/Specialty Distribution
LW,6264,Consumer Staples,Packaged Foods
LWAY,353,Consumer Staples,Packaged Foods
LWLG,822,Industrials,Containers/Packaging
LXEO,326,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,462,Basic Materials,Major Chemicals
LXP,3588,Real Estate,Real Estate Investment Trusts
LXU,764,Basic Materials,Major Chemicals
LYFT,5565,Consumer Discretionary,Business Services
LYNX,1542,Industrials,Industrial Machinery/Components
LYTS,753,Consumer Discretionary,Building Products
LZ,985,Technology,EDP Services
LZB,1203,Consumer Discretionary,Home Furnishings
LZM,346,Basic Materials,Metal Mining
M,5948,Consumer Discretionary,Department/Specialty Retail Stores
MAAS,6810,Finance,Investment Managers
MAC,6420,Real Estate,Real Estate Investment Trusts
MAGN,425,Basic Materials,Paper
MAIN,5200,Finance,Finance/Investors Services
MAKO,869,Basic Materials,Precious Metals
MAMA,622,Consumer Staples,Specialty Foods
MAN,2638,Consumer Discretionary,Professional Services
MANE,4819,Health Care,Biotechnology: Pharmaceutical Preparations
MANU,3411,Consumer Discretionary,Services-Misc. Amusement & Recreation
MARA,5174,Finance,Finance: Consumer Services
MASS,461,Industrials,Industrial Machinery/Components
MAT,3748,Consumer Discretionary,Recreational Games/Products/Toys
MATV,684,Basic Materials,Paper
MATW,622,Telecommunications,Metal Fabrications
MATX,6748,Consumer Discretionary,Marine Transportation
MAX,576,Consumer Discretionary,Business Services
MAZE,1590,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBC,1463,Consumer Discretionary,Home Furnishings
MBGL,5563,Consumer Discretionary,Business Services
MBIN,2370,Finance,Major Banks
MBINL,1116,Finance,Major Banks
MBINM,1162,Finance,Major Banks
MBINN,905,Finance,Major Banks
MBLY,6355,Technology,Computer Software: Prepackaged Software
MBUU,460,Industrials,Marine Transportation
MBWM,1019,Finance,Major Banks
MBX,2940,Health Care,Biotechnology: Pharmaceutical Preparations
MC,4592,Finance,Investment Managers
MCB,1098,Finance,Major Banks
MCBS,1001,Finance,Major Banks
MCFT,483,Industrials,Marine Transportation
MCHB,3332,Finance,Major Banks
MCI,384,Finance,Trusts Except Educational Religious and Charitable
MCRI,2100,Consumer Discretionary,Hotels/Resorts
MCS,855,Consumer Discretionary,Movies/Entertainment
MCY,5410,Finance,Property-Casualty Insurers
MD,2123,Health Care,Hospital/Nursing Management
MDA,5120,Consumer Discretionary,Electronic Components
MDU,3874,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDXG,720,Health Care,Medical/Dental Instruments
MEC,442,Industrials,Industrial Specialties
MEI,495,Technology,Electrical Products
MEOH,4495,Industrials,Major Chemicals
MESO,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
METC,594,Energy,Coal Mining
METCB,310,Energy,Coal Mining
MFA,853,Real Estate,Real Estate Investment Trusts
MFAN,2586,Real Estate,Real Estate Investment Trusts
MFAO,2600,Real Estate,Real Estate Investment Trusts
MFI,469,Technology,EDP Services
MFIC,744,Finance,Finance/Investors Services
MFICL,2348,Finance,Finance/Investors Services
MFP,2030,Industrials,Industrial Machinery/Components
MG,661,Consumer Discretionary,Military/Government/Technical
MGEE,2703,Energy,Electric Utilities: Central
MGM,9889,Consumer Discretionary,Hotels/Resorts
MGNI,3457,Technology,Computer Software: Programming Data Processing
MGR,557,Finance,Investment Managers
MGRB,456,Finance,Investment Managers
MGRC,2745,Consumer Discretionary,Diversified Commercial Services
MGRD,408,Finance,Investment Managers
MGRE,622,Finance,Investment Managers
MGRT,1650,Technology,EDP Services
MGTX,1172,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,6589,Energy,Oil & Gas Production
MH,2572,Consumer Discretionary,Publishing
MHD,1605,Finance,Investment Bankers/Brokers/Service
MHK,8234,Consumer Discretionary,Home Furnishings
MHO,3556,Consumer Discretionary,Homebuilding
MIAX,3631,Finance,Investment Bankers/Brokers/Service
MIDD,5119,Industrials,Industrial Machinery/Components
MIR,4087,Industrials,Industrial Machinery/Components
MIRM,5889,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,798,Technology,Computer peripheral equipment
MITN,750,Real Estate,Real Estate Investment Trusts
MITP,751,Real Estate,Real Estate Investment Trusts
MIY,1779,Finance,Investment Bankers/Brokers/Service
MKTX,5765,Finance,Investment Bankers/Brokers/Service
MLAB,758,Industrials,Industrial Machinery/Components
MLCO,1847,Consumer Discretionary,Hotels/Resorts
MLKN,1353,Consumer Discretionary,Office Equipment/Supplies/Services
MLP,323,Finance,Real Estate
MLR,613,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLTX,1145,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,2574,Health Care,Biotechnology: Pharmaceutical Preparations
MMED,5870,Health Care,Medical/Dental Instruments
MMI,1144,Finance,Real Estate
MMS,2881,Consumer Discretionary,Business Services
MMSI,5241,Health Care,Medical/Dental Instruments
MMYT,4473,Consumer Discretionary,Transportation Services
MNDY,3701,Technology,Computer Software: Prepackaged Software
MNKD,1106,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,639,Health Care,Biotechnology: Pharmaceutical Preparations
MNR,1817,Energy,Oil & Gas Production
MNRO,420,Consumer Discretionary,Automotive Aftermarket
MNSO,2771,Consumer Discretionary,Department/Specialty Retail Stores
MNTN,806,Consumer Discretionary,Advertising
MOBI,321,Health Care,Medical/Dental Instruments
MOH,9846,Health Care,Medical Specialities
MOMO,738,Technology,Computer Software: Prepackaged Software
MORN,7448,Finance,Investment Managers
MOS,7823,Industrials,Agricultural Chemicals
MOV,739,Consumer Discretionary,Consumer Specialties
MOVE,349,Technology,EDP Services
MP,8843,Basic Materials,Metal Mining
MPB,927,Finance,Major Banks
MPLT,691,Health Care,Biotechnology: Pharmaceutical Preparations
MPT,2117,Real Estate,Real Estate Investment Trusts
MPTI,321,Technology,Industrial Machinery/Components
MQ,1641,Technology,Computer Software: Prepackaged Software
MQY,1534,Finance,Investment Bankers/Brokers/Service
MRAM,414,Technology,Semiconductors
MRCY,5051,Technology,Electrical Products
MRP,4683,Finance,Real Estate
MRTN,1077,Industrials,Trucking Freight/Courier Services
MRVI,1905,Health Care,Biotechnology: Pharmaceutical Preparations
MRX,5343,Finance,Investment Bankers/Brokers/Service
MSA,6948,Health Care,Industrial Specialties
MSBI,675,Finance,Major Banks
MSBIP,526,Finance,Major Banks
MSEX,1024,Utilities,Water Supply
MSGE,3754,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGS,9514,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSIF,565,Finance,Finance/Investors Services
MSM,6846,Industrials,Industrial Machinery/Components
MTA,942,Basic Materials,Precious Metals
MTAL,838,Basic Materials,Metal Mining
MTC,683,Technology,Computer Software: Prepackaged Software
MTCH,9301,Technology,Computer Software: Programming Data Processing
MTDR,6505,Energy,Oil & Gas Production
MTG,6063,Finance,Property-Casualty Insurers
MTH,4272,Consumer Discretionary,Homebuilding
MTLS,460,Technology,Computer Software: Prepackaged Software
MTN,4958,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTRN,5250,Industrials,Industrial Specialties
MTUS,788,Industrials,Steel/Iron Ore
MTW,801,Industrials,Construction/Ag Equipment/Trucks
MTX,2081,Basic Materials,Major Chemicals
MUA,1430,Finance,Investment Bankers/Brokers/Service
MUC,1494,Finance,Investment Bankers/Brokers/Service
MUJ,1705,Finance,Investment Bankers/Brokers/Service
MUR,5183,Energy,Oil & Gas Production
MUSA,9325,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,1161,Basic Materials,Precious Metals
MVBF,390,Finance,Major Banks
MWA,3435,Industrials,Metal Fabrications
MWH,5238,Industrials,Military/Government/Technical
MXL,7495,Technology,Semiconductors
MYE,1194,Industrials,Plastic Products
MYFW,302,Finance,Major Banks
MYGN,388,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,1477,Finance,Investment Bankers/Brokers/Service
MYRG,4530,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MZTI,2786,Consumer Staples,Packaged Foods
NABL,778,Technology,Computer Software: Prepackaged Software
NAMS,2765,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,1373,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,3065,Finance,Investment Managers
NAT,1591,Consumer Discretionary,Marine Transportation
NATH,397,Consumer Discretionary,Restaurants
NATL,3410,Miscellaneous,Office Equipment/Supplies/Services
NAVI,866,Finance,Investment Bankers/Brokers/Service
NAVN,5156,Technology,Computer Software: Prepackaged Software
NB,523,Basic Materials,Metal Mining
NBBK,996,Finance,Banks
NBHC,1786,Finance,Major Banks
NBN,1064,Finance,Major Banks
NBR,1400,Energy,Oil & Gas Production
NBTB,2643,Finance,Major Banks
NBTX,1802,Health Care,Biotechnology: Pharmaceutical Preparations
NCDL,590,,
NCLH,6302,Consumer Discretionary,Marine Transportation
NCNO,2023,Technology,Computer Software: Prepackaged Software
NCV,1421,Finance,Finance Companies
NCZ,1132,Finance,Finance Companies
NDMO,535,Finance,Trusts Except Educational Religious and Charitable
NE,7205,Energy,Oil & Gas Production
NECB,368,Finance,Banks
NEO,2400,Health Care,Precision Instruments
NEOG,3025,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NESR,3303,Energy,Oilfield Services/Equipment
NEU,8155,Industrials,Major Chemicals
NEWP,1200,Basic Materials,Precious Metals
NEWT,333,Finance,Major Banks
NEWTG,665,Finance,Major Banks
NEWTI,659,Finance,Major Banks
NEWTP,722,Finance,Major Banks
NEXA,1691,Basic Materials,Metal Mining
NEXN,484,Technology,Computer Software: Programming Data Processing
NEXT,1818,Utilities,Oil & Gas Production
NFEGP,7998,Utilities,Oil/Gas Transmission
NFG,7647,Utilities,Oil/Gas Transmission
NG,3181,Basic Materials,Precious Metals
NGL,2003,Utilities,Natural Gas Distribution
NGNE,661,Health Care,Biotechnology: Pharmaceutical Preparations
NGS,431,Energy,Oilfield Services/Equipment
NGVC,684,Consumer Staples,Food Chains
NGVT,2423,Industrials,Major Chemicals
NHC,3485,Health Care,Hospital/Nursing Management
NHI,3288,Real Estate,Real Estate Investment Trusts
NHP,1198,Real Estate,Real Estate Investment Trusts
NHPBP,1849,Real Estate,Real Estate Investment Trusts
NIC,3464,Finance,Major Banks
NICE,7203,Technology,Computer Software: Prepackaged Software
NIE,705,Finance,Investment Managers
NIO,9221,Industrials,Auto Manufacturing
NIQ,5255,Technology,Computer Software: Programming Data Processing
NJR,5315,Utilities,Oil/Gas Transmission
NKLR,434,Industrials,Metal Fabrications
NKTR,2029,Health Care,Biotechnology: Pharmaceutical Preparations
NL,342,Basic Materials,Major Chemicals
NMAX,1392,Industrials,Broadcasting
NMCO,514,Finance,Finance/Investors Services
NMFC,668,Finance,Finance/Investors Services
NMFCZ,2702,,
NMIH,3214,Finance,Property-Casualty Insurers
NMM,2577,Consumer Discretionary,Marine Transportation
NMRK,2481,Finance,Real Estate
NN,2524,Industrials,Industrial Machinery/Components
NNBR,322,Industrials,Industrial Machinery/Components
NNE,913,Utilities,Electric Utilities: Central
NNI,4502,Finance,Finance: Consumer Services
NNN,7903,Real Estate,Real Estate Investment Trusts
NNNN,817,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NOA,348,Energy,Oilfield Services/Equipment
NOAH,540,Finance,Investment Managers
NODK,306,Finance,Property-Casualty Insurers
NOG,2442,Energy,Oil & Gas Production
NOMD,1524,Consumer Staples,Packaged Foods
NOV,7278,Consumer Discretionary,Oil and Gas Field Machinery
NOVT,5419,Miscellaneous,Industrial Machinery/Components
NOVTU,2306,Miscellaneous,Industrial Machinery/Components
NP,3766,Finance,Specialty Insurers
NPB,545,Finance,Major Banks
NPCE,505,Health Care,Medical/Dental Instruments
NPK,1066,Industrials,Ordnance And Accessories
NPKI,996,Industrials,Misc Corporate Leasing Services
NPO,6357,Industrials,Metal Fabrications
NRC,481,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,517,Technology,EDP Services
NREF,304,Real Estate,Real Estate Investment Trusts
NRGV,828,Miscellaneous,Industrial Machinery/Components
NRIM,555,Finance,Savings Institutions
NRIX,2613,Health Care,Biotechnology: Pharmaceutical Preparations
NRP,1454,Energy,Coal Mining
NSIT,4614,Consumer Discretionary,Catalog/Specialty Distribution
NSLRL,662,Finance,Finance: Consumer Services
NSP,1872,Consumer Discretionary,Professional Services
NSSC,1270,Telecommunications,Telecommunications Equipment
NTB,2340,Finance,Commercial Banks
NTCT,2870,Technology,EDP Services
NTGR,604,Utilities,Telecommunications Equipment
NTLA,1740,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTRSO,3293,Finance,Major Banks
NTSK,7618,Technology,Computer Software: Prepackaged Software
NTST,1835,Real Estate,Real Estate Investment Trusts
NUAI,734,Energy,Oil & Gas Production
NUAIW,331,Energy,Oil & Gas Production
NUTX,1416,Consumer Discretionary,Business Services
NUVB,2116,Health Care,Biotechnology: Pharmaceutical Preparations
NVA,2555,Basic Materials,Precious Metals
NVAX,1782,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,1919,Health Care,Medical/Dental Instruments
NVCT,725,Health Care,Biotechnology: Pharmaceutical Preparations
NVEC,514,Technology,Semiconductors
NVGS,1425,Consumer Discretionary,Marine Transportation
NVRI,577,Miscellaneous,Diversified Commercial Services
NVST,3864,Health Care,Medical/Dental Instruments
NVTS,3129,Technology,Semiconductors
NWBI,2224,Finance,Major Banks
NWCL,4177,Industrials,Metal Fabrications
NWE,4247,Utilities,Power Generation
NWFL,371,Finance,Major Banks
NWL,2451,Industrials,Plastic Products
NWN,1978,Utilities,Oil/Gas Transmission
NWPX,984,Industrials,Steel/Iron Ore
NX,919,Industrials,Metal Fabrications
NXE,6490,Basic Materials,Other Metals and Minerals
